KU-typ;FK;Elementnamn XML-fil;Obl;Fälttyp;SambandskontrollID;SambandskontrollText;Beskrivning;Xml fält grupp;SKVs tooltip i etjänst för direkt-registrering;
KU71;744;UtbetaltBelopp;N;Belopp10;125;Om Fk205 saknas ska Fk744 finnas.;Utbetalt belopp;;Här redovisas uppgift om uttaget eller utbetalt belopp. Om uttag har gjorts från olika konton, ska en kontrolluppgift per konto lämnas.;
KU72;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU72;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU72;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU72;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU72;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU72;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU72;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU72;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU72;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU72;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU72;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU72;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU72;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU72;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU72;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU72;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU72;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU72;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU72;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU72;740;Kontoslag;N;Kontoslag;124;Om Fk205 saknas ska Fk740 finnas.;Kontrolluppgiften avser insättning på;;;
KU72;745;InsattBelopp;N;Belopp10;141;Om Fk205 saknas ska Fk745 finnas.;Insatt belopp;;Här redovisas insatt belopp. Om insättning gjorts på flera olika konton får avdrag bara göras för insättningen hos det först anlitade kreditinstitutet. ;
KU72;746;DatumInsattning;N;Datum;126,127;"Om Fk205 saknas ska Fk746 finnas.
ÅÅÅÅ i Fk746 ska vara = Fk203 eller (ÅÅÅÅ i Fk746 = Fk203+1 och MMDD < 0701).";Datum för insättning;;Insättning ska göras senast den dag som inkomstdeklarationen ska vara inlämnad.;
KU73;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU73;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU73;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU73;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU73;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU73;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU73;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU73;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU73;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU73;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU73;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU73;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU73;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU73;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU73;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU73;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU73;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU73;730;TillgodoUtdelning;N;Belopp10;120;Fk730 ska finnas om Fk205 och Fk732 saknas.;Tillgodoräknad utdelning;;Här redovisas hela utdelningen som tillgodoräknats för delägarfastigheter som ägs av fysiska personer eller dödsbon.;
KU73;731;DelUtdelnSkog;N;Belopp10;121,122;"Fk731 får inte finnas om Fk732 finns. 
Fk731 får inte vara > Fk730.";Del av utdelningen som kommer från intäkt av skogsbruk;;"Här redovisas del av utdelningen som kommer från intäkt av skogsbruk. Detta har betydelse för näringsfastigheter, eftersom utdelningen i det fallet likställs med intäkt av skogsbruk som delägaren
själv bedrivit.";
KU73;732;SkplDelKapital;N;Belopp10;123;Fk732 får inte finnas om Fk730 finns.;Delägarens skattepliktiga andel i samfällighetens inkomster som är avkastning på kapital;;"Här redovisas fastighetens andel av samfällighetens avkastning av kapital, d.v.s. ränta, utdelning och liknande, och endast till den del denna överstiger 600 kr. Kontrolluppgiften ska bara lämnas för
privatbostadsfastigheter.";
KU80;201;UppgiftslamnarId;J;Identitet;;;Organisationsnummer;Uppgiftslamnare;;
KU80;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU80;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU80;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU80;215;Inkomsttagare;N;Identitet;181;Fk215 ska finnas om Fk222 saknas.;Person-/organisationsnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU80;216;Fornamn;N;Text50;142;Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.;Förnamn;Inkomsttagare;;
KU80;217;Efternamn;N;Text50;143;Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.;Efternamn;Inkomsttagare;;
KU80;218;Gatuadress;N;Text50;144;Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.;Gatuadress;Inkomsttagare;;
KU80;219;Postnummer;N;PostNummer;145;Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.;Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU80;220;Postort;N;Text50;146;Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.;Postort;Inkomsttagare;;
KU80;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU80;226;OrgNamn;N;Text50;065;Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.;Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU80;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU80;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU80;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU80;660;Belopp;N;Belopp12;109;Om Fk205 saknas ska Fk660 finnas.;Belopp i den aktuella valutan;;Här redovisas betalningens belopp i använd valuta. Vid delbetalning ska kontrolluppgift lämnas även om den enskilda betalningen understiger gränsen 150 000 kr.;
KU80;662;LandskodBetalning;N;Landskod;111;Om Fk205 saknas ska Fk662 finnas.;Land;;Ange vilket land betalningen kommer från.;
KU80;663;Betalningsdatum;N;Datum;112,138;"Om Fk205 saknas ska Fk663 finnas. 
ÅÅÅÅ i Fk663 ska vara = Fk203.";Betalningsdatum;;;
KU80;664;Valutakod;N;Valutakod;113;Om Fk205 saknas ska Fk664 finnas.;Valutakod;;Ange valutakod om beloppet inte anges i svenska kronor.;
KU81;201;UppgiftslamnarId;J;Identitet;;;Organisationsnummer;Uppgiftslamnare;;
KU81;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU81;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU81;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU81;215;Inkomsttagare;N;Identitet;181;Fk215 ska finnas om Fk222 saknas.;Person-/organisationsnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU81;216;Fornamn;N;Text50;142;Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.;Förnamn;Inkomsttagare;;
KU81;217;Efternamn;N;Text50;143;Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.;Efternamn;Inkomsttagare;;
KU81;218;Gatuadress;N;Text50;144;Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.;Gatuadress;Inkomsttagare;;
KU81;219;Postnummer;N;PostNummer;145;Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.;Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU81;220;Postort;N;Text50;146;Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.;Postort;Inkomsttagare;;
KU81;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU81;226;OrgNamn;N;Text50;065;Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.;Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU81;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU81;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU81;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU81;660;Belopp;N;Belopp12;109;Om Fk205 saknas ska Fk660 finnas.;Belopp i den aktuella valutan;;Här redovisas betalningens belopp i använd valuta. Vid delbetalning ska kontrolluppgift lämnas även om den enskilda betalningen understiger gränsen 150 000 kr.;
KU81;661;Betalningskod;N;Betalkod;110;Om Fk205 saknas ska Fk661 finnas.;Betalningskod;;Här anges vad betalningen avser.;
KU81;662;LandskodBetalning;N;Landskod;111;Om Fk205 saknas ska Fk662 finnas.;Land;;Här anges till vilket land betalningen gjorts.;
KU81;663;Betalningsdatum;N;Datum;112,138;"Om Fk205 saknas ska Fk663 finnas. 
ÅÅÅÅ i Fk663 ska vara = Fk203.";Betalningsdatum;;;
KU81;664;Valutakod;N;Valutakod;113;Om Fk205 saknas ska Fk664 finnas.;Valutakod;;Ange valutakod om beloppet inte anges i svenska kronor.;
KU81;671;NamnBetalningsmottagare;N;Text36;114;Om Fk205 saknas ska Fk671 finnas.;Namn på betalningsmottagare;;;
KupongS;201;UppgiftslamnarId;J;Identitet;;;Organisationsnummer;Uppgiftslämnare;;
KupongS;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslämnare;;
KupongS;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KupongS;205;Borttag;N;Kryss;161;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk572, Fk851 och Fk890 är tomma.;Denna redovisning tar bort tidigare inlämnad redovisning;;Om redovisningen ska tas bort helt och hållet ska denna ruta kryssas i.;
KupongS;571;VPNamn;N;Text50;;;Namn på aktien;;;
KupongS;572;ISIN;N;Isin;165;Exakt en av Fk572 eller Fk890 måste finnas.;ISIN;;Värdepapperets identitetsnummer enligt internationell standard. Anges i form av landskod (två stora bokstäver) följt av 10 tecken. För svenska värdepapper är det 10 siffror är siffror. Ex SE0000667925.;
KupongS;851;Redovisningsnummer;J;Text10;;;Redovisningsnummer;;Anges i siffror, bokstäver eller kombination av båda. Ett redovisningsnummer måste alltid anges och ska vara unikt för just den redovisade utdelningen.;
KupongS;853;Avstamningsdag;N;Datum;;;Avstämningsdag;;Avstämningsdagen är lika med utdelningstillfället.;
KupongS;854;NummerAterbetalning;N;Text13;;;Plusgiro-/bankgironummer för eventuell återbetalning;;Anges i de fall för hög kupongskatt redovisats och betalats in och återbetalning önskas genom en rättelse av redovisning.;
